"Name","Rating","Rarity","Preferred Position","Nation","League","Team","Price Limits","Last Sale Price","Discard Value","Contract","Untradeable","Loans","DefinitionId","IsDuplicate","IsInActive11","Alternate Positions","ExternalPrice"
"Diomande","75","Common","CB","Ivory Coast","Liga Portugal","Sporting CP","Min:300 Max:10000","0","0","7","true","false","270531","false","false","CB","450"
"Palomino","75","Common","CB","Argentina","Serie A TIM","Bergamo Calcio","Min:300 Max:10000","0","0","7","true","false","217196","false","false","CB","450"
"Sydorchuk","75","Common","CDM","Ukraine","1A Pro League","KVC Westerlo","Min:300 Max:5000","0","0","7","true","false","50552596","false","false","CDM","450"
"Broja","75","Common","ST","Albania","Premier League","Chelsea","Min:300 Max:10000","0","0","7","true","false","256268","false","false","CF,ST","700"
"Burgstaller","73","Rare","ST","Austria","Ö. Bundesliga","SK Rapid","Min:300 Max:10000","350","256","7","false","false","193584","false","false","CF,ST","350"
"Öling","73","Common","RM","Finland","Sverige Liga","FC Rosengård","--NA--","450","110","7","false","false","275925","false","false","RM,CM,RW","500"
"Leweling","72","Rare","ST","Germany","Bundesliga","VfB Stuttgart","Min:300 Max:10000","0","252","7","false","false","252448","false","false","CF,RW,ST","350"
"Polenta","72","CONMEBOL Libertadores","CB","Uruguay","Libertadores","Nacional","Min:300 Max:10000","0","252","7","false","false","188485","false","false","CB","350"
"Mangala","72","Common","CB","France","Liga Portugal","Estoril Praia","Min:150 Max:10000","0","0","7","true","false","190531","false","false","CB","200"
"Ulmer","72","Common","LB","Austria","Ö. Bundesliga","RB Salzburg","--NA--","0","108","7","false","false","169324","false","false","LB,LWB","200"
"Hjulsager","71","Common","CAM","Denmark","1A Pro League","KAA Gent","Min:150 Max:10000","0","107","7","false","false","217845","false","false","CM,CAM,CF","200"
"Quintero","71","CONMEBOL Sudamericana","RB","Ecuador","Sudamericana","LDU Quito","Min:150 Max:10000","0","0","7","true","false","231550","false","false","RWB,RB,RM","250"
"Horvat","71","Common","CAM","Slovenia","Ö. Bundesliga","SK Sturm Graz","--NA--","400","107","7","false","false","270017","false","false","CM,CAM","450"
"Ljubicic","71","Common","CM","Croatia","Liga Hrvatska","Dinamo Zagreb","Min:150 Max:10000","200","107","7","false","false","243525","false","false","LB,CDM,CM","200"
"Boggio","69","Common","CM","Uruguay","LPF","Lanús","Min:150 Max:10000","0","104","7","false","false","265766","false","false","RM,CM","200"
"Nolaskoain","69","Common","CDM","Spain","LALIGA EA SPORTS","Athletic Club","Min:150 Max:10000","0","0","7","true","false","241489","false","false","CB,CDM,CM","600"
"Novaretti","69","Common","CB","Argentina","LPF","Belgrano","Min:150 Max:10000","0","0","7","true","false","193510","false","false","CB","250"
"Farrell","69","Rare","CB","United States","MLS","New England","Min:250 Max:10000","0","0","7","true","false","212592","false","false","CB","300"
"Cambeses","69","Common","GK","Argentina","LPF","Banfield","Min:150 Max:10000","0","0","7","true","false","232645","false","false","GK","500"
"Pestka","68","Common","LWB","Poland","PKO BP Ekstraklasa","Raków","Min:150 Max:10000","0","102","7","false","false","235303","false","false","LB,LWB,LM","200"
"Calò","68","Common","CDM","Italy","Serie BKT","Cosenza","Min:150 Max:10000","0","0","7","true","false","251769","false","false","CDM,CM","300"
"von Schrader","68","Common","GK","Germany","GPFBL","TSG Hoffenheim","Min:150 Max:10000","0","0","7","true","false","264997","false","false","GK","500"
"Spaanstra","68","Common","LM","United States","NWSL","KC Current","Min:150 Max:10000","0","0","7","true","false","273475","false","false","LM,LW","200"
"Macey","67","Rare","GK","England","EFL League One","Portsmouth","Min:250 Max:5000","0","235","7","false","false","50545055","false","false","GK","300"
"Zander","67","Common","RWB","Germany","3. Liga","SV Sandhausen","Min:150 Max:10000","0","101","7","false","false","222773","false","false","RWB,RB","200"
"Mühlemann","67","Common","RM","Switzerland","GPFBL","1. FC Nürnberg","Min:150 Max:10000","0","0","7","true","false","275528","false","false","RM,RW","200"
"Allen","67","Common","ST","Canada","NWSL","Orlando Pride","Min:150 Max:10000","0","0","7","true","false","276417","false","false","CF,ST","200"
"Benchaib","67","Common","CAM","Belgium","SUPERLIGA","Farul Constanța","Min:150 Max:10000","0","0","7","true","false","239224","false","false","CAM,LW","900"
"Kidd","67","CONMEBOL Sudamericana","LB","Uruguay","Sudamericana","River Plate","Min:150 Max:10000","0","0","7","true","false","254056","false","false","LB,LWB","400"
"Smith","66","Common","ST","England","EFL League One","Reading","Min:150 Max:10000","0","0","30","true","false","235247","false","false","RM,CF,ST","200"
"Kadile","66","Common","LM","France","Ligue 2 BKT","Laval MFC","Min:150 Max:10000","0","0","7","true","false","257083","false","false","LM,LW","200"
"Čestić","66","Common","CB","Serbia","Eredivisie","Heracles Almelo","Min:150 Max:10000","0","0","7","true","false","258893","false","false","CB","250"
"Gammelby","66","Rare","RWB","Denmark","3F Superliga","Silkeborg IF","Min:250 Max:5000","0","0","7","true","false","50545483","false","false","RWB,RB","300"
"Pululu","66","Rare","LM","Angola","PKO BP Ekstraklasa","Jagiellonia","Min:250 Max:10000","0","0","7","true","false","239267","false","false","LM,ST,LW","300"
"Kopczyński","65","Common","CM","Poland","PKO BP Ekstraklasa","Warta Poznań","Min:150 Max:10000","0","98","7","false","false","211227","false","false","CM","200"
"Schulze Niehues","65","Common","GK","Germany","3. Liga","Preußen Münster","Min:150 Max:10000","0","98","7","false","false","200989","false","false","GK","200"
"Collins","65","Common","CM","England","EFL League One","Peterborough","Min:150 Max:10000","0","0","45","true","false","240605","false","false","CM","200"
"Al Qarni","65","Common","GK","Saudi Arabia","ROSHN Saudi League","Al Shabab","Min:150 Max:10000","0","0","7","true","false","208968","false","false","GK","200"
"Colwill","65","Common","CAM","Wales","EFL Championship","Cardiff City","Min:150 Max:10000","0","0","7","true","false","257437","false","false","RM,LM,CAM","200"
"Owusu","65","Common","RB","Netherlands","3F Superliga","Odense BK","Min:150 Max:10000","0","0","7","true","false","232311","false","false","RWB,RB","200"
"Collao","65","CONMEBOL Sudamericana","CM","Chile","Sudamericana","Audax Italiano","Min:150 Max:10000","0","0","7","true","false","244829","false","false","CDM,CM,CAM","200"
"Rojas","64","CONMEBOL Libertadores","RB","Chile","Libertadores","Colo-Colo","Min:150 Max:10000","0","48","7","false","false","256443","false","false","RWB,RB,CB","200"
"Carp","64","Rare","CDM","Moldova","SUPERLIGA","UTA Arad","Min:150 Max:10000","0","0","7","true","false","237417","false","false","CB,CDM,CM","200"
"Sangare","64","Rare","CM","Mali","Ö. Bundesliga","TSV Hartberg","Min:150 Max:10000","0","0","7","true","false","258601","false","false","CM,CAM","200"
"Gemello","64","Rare","GK","Italy","Serie A TIM","Torino","Min:150 Max:10000","0","0","7","true","false","266333","false","false","GK","200"
"Ortiz","63","Common","CB","Colombia","3F Superliga","FC Midtjylland","Min:150 Max:10000","0","19","7","false","false","258804","false","false","CB,LB","200"
"Johnson","63","Common","RWB","England","EFL League Two","Mansfield Town","Min:150 Max:10000","0","0","7","true","false","230809","false","false","RWB,RB","200"
"Ćubelić","63","Common","CAM","Croatia","Liga Hrvatska","Hajduk Split","Min:150 Max:10000","0","0","7","true","false","263054","false","false","CDM,CAM","200"
"Marvel","63","Common","CB","Spain","LALIGA EA SPORTS","Real Madrid","Min:150 Max:10000","0","0","7","true","false","274486","false","false","CB","200"
"Douiri","62","Rare","RWB","Netherlands","Eredivisie","FC Volendam","Min:150 Max:10000","0","47","7","false","false","269272","false","false","RWB,RB","300"
"Pirringuel","62","Common","CM","France","Ligue 2 BKT","Pau FC","Min:150 Max:10000","0","19","7","false","false","271138","false","false","CM","200"
"Barnes","62","Common","ST","Ghana","1A Pro League","STVV","Min:150 Max:10000","0","19","7","false","false","276267","false","false","CF,RW,ST,LW","200"
"Quiroz","62","CONMEBOL Sudamericana","CDM","Chile","Sudamericana","Club Magallanes","Min:150 Max:10000","0","0","7","true","false","274118","false","false","CDM,CM","200"
"Gruda","62","Common","CF","Germany","Bundesliga","1. FSV Mainz 05","Min:150 Max:10000","0","0","7","true","false","272612","false","false","RM,CF,ST","200"
"Jelassi","61","Rare","RWB","Sweden","Allsvenskan","Brommapojkarna","Min:150 Max:10000","0","0","7","true","false","272917","false","false","RWB,RB","200"
"Sołowiej","61","Common","CB","Poland","PKO BP Ekstraklasa","Puszcza","Min:150 Max:10000","0","0","7","true","false","234928","false","false","CB","200"
"McLaughlin","61","Common","RB","Northern Ireland","SSE Airtricity PD","St. Pats","Min:150 Max:10000","0","0","7","true","false","210392","false","false","RWB,RB","200"
"Suzuki","60","Common","ST","Japan","LALIGA EA SPORTS","Girona FC","Min:150 Max:10000","0","18","7","false","false","260863","false","false","CF,ST","200"
"Clarke","60","Common","CB","England","EFL League Two","Newport County","Min:150 Max:10000","0","0","7","true","false","229126","false","false","CB","200"
"Zhang Yuan","60","Common","CM","China PR","CSL","Beijing FC","Min:150 Max:10000","0","0","7","true","false","241341","false","false","CDM,CM","200"
"Zinga","60","Rare","GK","France","Ligue 2 BKT","Angers SCO","Min:150 Max:10000","0","0","7","true","false","257395","false","false","GK","200"
"Buljan","59","Common","GK","Croatia","Liga Hrvatska","Hajduk Split","Min:150 Max:10000","0","0","7","true","false","276138","false","false","GK","200"
"An Chan Gi","59","Common","GK","Korea Republic","K League 1","Suwon Samsung","Min:150 Max:10000","0","0","7","true","false","255919","false","false","GK","200"
"Noor","58","Rare","LM","Sudan","ROSHN Saudi League","Al Wehda","Min:150 Max:10000","0","44","7","false","false","270460","false","false","RM,LM,ST,LW","200"
"Klebaniuk","58","Common","GK","Poland","PKO BP Ekstraklasa","Pogoń Szczecin","Min:150 Max:10000","0","17","7","false","false","267962","false","false","GK","200"
"Andresen","58","Common","LB","Germany","Bundesliga 2","Hamburger SV","Min:150 Max:10000","0","0","7","true","false","265582","false","false","RB,LB,LWB","200"
"Pasic","58","Rare","CB","Austria","Ö. Bundesliga","Blau-Weiss Linz","--NA--","0","44","7","false","false","276122","false","false","CB","200"
"Jenks","58","Rare","CM","England","EFL League Two","Forest Green","--NA--","0","44","7","false","false","259032","false","false","CDM,CM,CAM","250"
"Contreras","57","CONMEBOL Sudamericana","GK","Chile","Sudamericana","Palestino","Min:150 Max:10000","0","17","7","false","false","256923","false","false","GK","200"
"Salaou","57","Common","CDM","Ivory Coast","Allsvenskan","IFK Göteborg","Min:150 Max:10000","0","0","7","true","false","271553","false","false","CDM,CM","200"
"Osses","57","CONMEBOL Sudamericana","RM","Chile","Sudamericana","Cobresal","Min:150 Max:10000","0","0","7","true","false","261570","false","false","RM,RW","200"
"Addai","57","Rare","GK","Jamaica","EFL League Two","Crawley Town","Min:150 Max:10000","200","43","7","false","false","233215","false","false","GK","200"
"Clarke","57","Rare","CAM","England","EFL League Two","Gillingham","--NA--","250","43","7","false","false","273813","false","false","CAM","200"
"Robertson","56","Rare","RB","England","EFL League Two","Forest Green","--NA--","0","42","7","false","false","251271","false","false","RWB,RB","200"
"Majok","55","Common","ST","South Sudan","A-League","Brisbane Roar","Min:150 Max:10000","0","0","7","true","false","259857","false","false","CF,ST","200"
"Chambers","54","Common","CAM","England","EFL League Two","Gillingham","Min:150 Max:10000","0","0","45","true","false","267526","false","false","CM,CAM","1200"
"Rivera","54","Common","LM","Puerto Rico","MLS","Orlando City","Min:150 Max:10000","0","0","34","true","false","261585","false","false","LM,LW","200"
"Booth","54","Common","GK","England","EFL League Two","Crewe Alexandra","Min:150 Max:10000","0","0","35","true","false","269948","false","false","GK","200"
"Banozic","54","Common","GK","Sweden","Allsvenskan","BK Häcken","Min:150 Max:10000","0","0","7","true","false","270893","false","false","GK","200"
"Mfuni","53","Common","CB","England","EFL League One","Oxford United","Min:150 Max:10000","0","0","44","true","false","273457","false","false","CB","200"
"Al Jassim","52","Common","RW","Saudi Arabia","ROSHN Saudi League","Al Fateh","Min:150 Max:10000","0","0","7","true","false","271087","false","false","RM,RW,ST","200"
"Wood","51","Common","LB","Wales","EFL Championship","Bristol City","Min:150 Max:10000","0","0","30","true","false","275099","false","false","CB,LB,LWB","200"
"Park Jae Kyung","50","Common","CB","Korea Republic","K League 1","Daegu FC","Min:150 Max:10000","0","0","7","true","false","252640","false","false","CB","200"
